,Assembly_Name,Body_Name,Label_Tier1,Label_Tier2,Label_Tier3
0,52972_6e5a5ada,b917fe7a-a3b2-11eb-96ec-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b9103ede-a3b2-11eb-a883-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b9108b2c-a3b2-11eb-bb1e-02622c65a8c3,provision,supply,NONE
0,52972_6e5a5ada,b9122eae-a3b2-11eb-aff9-02622c65a8c3,control magnitude,regulate,decrease
0,52972_6e5a5ada,b9141ec6-a3b2-11eb-b361-02622c65a8c3,control magnitude,regulate,decrease
0,52972_6e5a5ada,b9146ad8-a3b2-11eb-9218-02622c65a8c3,control magnitude,regulate,increase
0,52972_6e5a5ada,b9159c8c-a3b2-11eb-abc5-02622c65a8c3,branch,separate,divide
0,52972_6e5a5ada,b9160ea8-a3b2-11eb-89c5-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b9165afe-a3b2-11eb-b64c-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b9173fbe-a3b2-11eb-bfcc-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b9178c24-a3b2-11eb-9021-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b91018ca-a3b2-11eb-a904-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b91123c6-a3b2-11eb-8c93-02622c65a8c3,[Unknown],[Skipped],[Skipped]
0,52972_6e5a5ada,b91313b6-a3b2-11eb-beb0-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b91444d8-a3b2-11eb-9f56-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b91680fa-a3b2-11eb-a575-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b913862e-a3b2-11eb-aba8-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b914911e-a3b2-11eb-b78f-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b915761e-a3b2-11eb-a344-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b917199e-a3b2-11eb-8b3d-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b9119636-a3b2-11eb-ace6-02622c65a8c3,[Skipped],[Skipped],[Skipped]
0,52972_6e5a5ada,b9136006-a3b2-11eb-997e-02622c65a8c3,convert,convert,NONE
0,52972_6e5a5ada,b9150376-a3b2-11eb-9fc9-02622c65a8c3,branch,separate,divide
0,52972_6e5a5ada,b9152990-a3b2-11eb-80a2-02622c65a8c3,branch,separate,divide
